item,reason
35120,no-data
34965,no-data
34970,no-data
35117,no-data
35196,stale
35235,no-data
35274,no-data
35236,no-data
35285,stale
35286,no-data
35220,no-data
35312,no-data
35287,no-data
35351,no-data
35314,no-data
35396,no-data
35399,no-data
35398,no-data
35400,no-data
35397,no-data
35417,no-data
35315,stale
35419,no-data
35420,no-data
35421,no-data
35423,no-data
35424,no-data
35418,no-data
35425,no-data
35426,no-data
35429,no-data
35428,no-data
35422,no-data
35427,no-data
35430,no-data
35433,no-data
35434,no-data
35431,no-data
35436,no-data
35435,no-data
35437,no-data
35432,no-data
35439,no-data
35438,no-data
35440,no-data
35443,no-data
35444,no-data
35442,no-data
35441,no-data
35456,no-data
35454,no-data
35457,no-data
35458,no-data
35460,no-data
35455,no-data
35451,no-data
35462,no-data
35510,no-data
35499,no-data
35463,no-data
35501,stale
35503,stale
35515,no-data
35517,no-data
35519,no-data
35512,no-data
35518,no-data
35520,no-data
35534,no-data
35536,no-data
35531,no-data
35529,no-data
35527,no-data
35540,no-data
35526,no-data
35542,no-data
35538,no-data
35544,no-data
35543,no-data
35546,no-data
35541,no-data
35550,no-data
35552,no-data
35555,no-data
35554,no-data
35551,no-data
35553,no-data
35547,no-data
35559,no-data
35561,no-data
35560,no-data
35556,no-data
35626,no-data
35667,no-data
35621,no-data
35684,no-data
35689,no-data
35713,no-data
35714,no-data
35710,no-data
35712,no-data
35724,no-data
35721,no-data
35732,no-data
35735,no-data
35741,no-data
35743,no-data
35742,no-data
35745,no-data
35770,no-data
35771,no-data
35781,no-data
35785,no-data
35786,no-data
35787,no-data
35794,stale
35804,no-data
35805,no-data
35825,no-data
35779,no-data
35939,no-data
35942,no-data
35874,no-data
35945,no-data
35780,no-data
35950,no-data
35793,no-data
35952,no-data
36454,no-data
36477,no-data
36491,no-data
36505,no-data
36519,no-data
36533,no-data
36547,no-data
36589,no-data
36603,no-data
36617,no-data
36645,no-data
36659,no-data
36673,no-data
36687,no-data
36701,no-data
36715,no-data
36761,no-data
36750,no-data
36762,no-data
36749,no-data
36778,no-data
36755,no-data
36797,no-data
36795,no-data
36792,no-data
36801,no-data
36798,no-data
36794,no-data
36789,no-data
36805,no-data
36802,no-data
36806,no-data
36804,no-data
36808,no-data
36817,no-data
36823,stale
36824,stale
36830,no-data
36837,no-data
36838,no-data
36841,no-data
36844,no-data
36845,no-data
36869,no-data
36843,no-data
36890,no-data
36891,no-data
36842,no-data
36894,no-data
36892,no-data
36893,no-data
36898,no-data
36899,no-data
36889,no-data
36900,no-data
36877,stale
36911,no-data
36902,no-data
36915,no-data
36919,no-data
36922,stale
36925,stale
36914,no-data
36931,stale
36928,stale
36963,no-data
36990,no-data
37001,no-data
36987,no-data
37059,no-data
36934,stale
37119,no-data
37126,no-data
37123,no-data
37130,no-data
37120,no-data
37132,no-data
37142,no-data
37133,no-data
37131,no-data
37103,no-data
37154,no-data
37146,no-data
37148,no-data
37168,no-data
37161,no-data
37176,no-data
37249,no-data
37174,no-data
37245,no-data
37253,no-data
37301,no-data
37310,no-data
37244,no-data
37308,no-data
37326,no-data
37330,no-data
37329,no-data
37334,no-data
37345,no-data
37342,no-data
37372,no-data
37348,no-data
37346,no-data
37343,no-data
37430,no-data
37531,no-data
37532,no-data
37533,no-data
37551,no-data
37550,no-data
37549,no-data
37553,no-data
37552,no-data
37554,no-data
37563,no-data
37578,no-data
37561,no-data
37584,no-data
37583,no-data
37579,no-data
37582,no-data
37585,no-data
37596,no-data
37589,no-data
37608,no-data
37609,no-data
37610,no-data
37605,no-data
37588,no-data
37697,no-data
37677,no-data
37698,no-data
37699,no-data
37720,no-data
37706,no-data
37709,no-data
37713,no-data
37674,no-data
37738,no-data
37834,no-data
37838,no-data
37866,no-data
37839,no-data
37934,no-data
37951,no-data
37926,no-data
37975,no-data
37972,no-data
37977,no-data
37979,no-data
37994,no-data
37997,no-data
38009,no-data
38016,no-data
38015,no-data
37919,no-data
37978,no-data
38018,no-data
38019,no-data
37924,no-data
38021,no-data
38022,no-data
38020,no-data
38058,no-data
38061,no-data
38060,no-data
38038,no-data
38017,no-data
38062,no-data
38063,no-data
38064,no-data
38067,no-data
38065,no-data
38069,no-data
38059,no-data
38091,no-data
38099,no-data
38089,no-data
38119,no-data
38075,no-data
38079,no-data
38120,no-data
38121,no-data
38122,no-data
38123,no-data
38125,no-data
38124,no-data
38167,no-data
38168,no-data
38136,no-data
38180,no-data
38182,no-data
38183,no-data
38165,no-data
38139,no-data
38185,no-data
38193,no-data
38199,no-data
38192,no-data
38184,no-data
38200,no-data
38203,no-data
38210,no-data
38211,no-data
38201,no-data
38209,no-data
38205,no-data
38215,no-data
38216,no-data
38179,no-data
38249,no-data
38234,no-data
38236,no-data
38253,no-data
38261,no-data
38260,no-data
38263,no-data
38264,no-data
38235,no-data
38262,no-data
38266,no-data
38267,no-data
38268,no-data
38269,no-data
38272,no-data
38273,no-data
38271,no-data
38270,no-data
38299,no-data
38294,no-data
38306,no-data
38304,no-data
38308,no-data
38307,no-data
38315,no-data
38316,no-data
38296,no-data
38297,no-data
38331,no-data
38298,no-data
38348,no-data
38385,no-data
38387,no-data
38388,no-data
38394,no-data
38395,no-data
38391,no-data
38420,no-data
38421,stale
38423,no-data
38428,no-data
38427,no-data
38432,no-data
38430,no-data
38431,no-data
38429,no-data
38442,no-data
38444,no-data
38445,no-data
38443,no-data
38449,no-data
38450,no-data
38446,no-data
38451,no-data
38447,no-data
38470,no-data
38474,no-data
38448,no-data
38478,no-data
38472,no-data
38479,no-data
38482,no-data
38485,no-data
38487,no-data
38486,no-data
38488,no-data
38489,no-data
38490,no-data
38491,no-data
38495,no-data
38475,no-data
38476,no-data
38503,no-data
38500,no-data
38511,no-data
38518,no-data
38538,no-data
38554,no-data
38526,no-data
38509,no-data
38568,no-data
38570,no-data
38580,no-data
38582,no-data
38520,no-data
38571,no-data
38581,no-data
38569,no-data
38584,no-data
38583,no-data
38586,no-data
38593,no-data
38594,no-data
38595,no-data
38596,no-data
38598,no-data
38599,no-data
38602,no-data
38603,no-data
38604,no-data
38597,no-data
38608,no-data
38587,no-data
38609,no-data
38612,no-data
38605,no-data
38641,no-data
38640,no-data
38635,no-data
38651,no-data
38652,no-data
38649,no-data
38685,no-data
38690,no-data
38692,no-data
38693,no-data
38694,no-data
38704,no-data
38702,no-data
38720,no-data
38724,no-data
38721,no-data
38722,no-data
38723,no-data
38738,no-data
38740,no-data
38742,no-data
38650,no-data
38776,stale
38774,no-data
38788,no-data
38811,no-data
38814,no-data
38815,stale
38893,no-data
38894,stale
38891,no-data
38895,no-data
38887,no-data
38885,no-data
38903,no-data
38904,no-data
38915,no-data
38916,no-data
38927,stale
38923,no-data
38947,stale
38952,no-data
38950,no-data
38956,no-data
38957,no-data
38958,no-data
38969,no-data
38970,no-data
38977,no-data
38982,no-data
38985,no-data
38996,no-data
39000,stale
39008,no-data
39009,no-data
39007,no-data
39012,no-data
39024,no-data
39014,no-data
39032,no-data
39039,no-data
38994,no-data
39042,no-data
39037,no-data
39067,no-data
39069,no-data
39071,no-data
39103,no-data
39101,no-data
39061,no-data
39111,no-data
39106,no-data
39122,no-data
39123,no-data
39126,no-data
39137,no-data
39155,no-data
39184,no-data
39148,no-data
39211,no-data
39212,no-data
39213,no-data
39214,no-data
39219,no-data
39205,stale
39204,no-data
39218,no-data
39287,no-data
39288,no-data
39222,no-data
39289,no-data
39290,no-data
39302,no-data
39304,no-data
39321,no-data
39312,no-data
39300,no-data
39325,no-data
39352,no-data
39381,no-data
39361,no-data
39382,no-data
39384,no-data
39447,no-data
39456,no-data
39359,no-data
39360,no-data
39511,no-data
39522,no-data
39524,no-data
39525,no-data
39527,no-data
39526,no-data
39537,no-data
39533,no-data
39549,no-data
39550,no-data
39552,no-data
39551,no-data
39559,no-data
39563,no-data
39562,no-data
39569,no-data
39584,no-data
39585,no-data
39587,no-data
39586,no-data
39570,no-data
39600,no-data
39659,no-data
39660,no-data
39661,no-data
39705,no-data
39709,no-data
39708,no-data
39711,no-data
39707,no-data
39736,no-data
39741,no-data
39742,no-data
39710,no-data
39744,no-data
39746,no-data
39743,no-data
39750,no-data
39745,no-data
39749,no-data
39752,no-data
39753,no-data
39813,no-data
39754,no-data
39885,no-data
39751,no-data
39879,no-data
39902,no-data
39901,no-data
39913,no-data
39917,no-data
39921,no-data
39924,no-data
39922,no-data
39928,no-data
39923,no-data
39926,no-data
39930,no-data
39931,no-data
39929,no-data
39932,no-data
39925,no-data
39954,no-data
39958,no-data
39962,no-data
39972,no-data
39971,no-data
39977,no-data
39982,no-data
39987,no-data
39988,no-data
39994,no-data
39993,no-data
39991,no-data
40000,no-data
40004,no-data
39995,no-data
40006,no-data
40005,no-data
40007,no-data
39992,no-data
40018,no-data
40021,no-data
40020,no-data
40019,no-data
40083,no-data
40113,no-data
40116,no-data
40115,no-data
40118,no-data
40119,no-data
40114,no-data
40120,no-data
40121,no-data
40122,no-data
40117,no-data
40123,no-data
40127,no-data
40124,no-data
40125,no-data
40126,no-data
40128,no-data
40140,no-data
40138,no-data
40141,no-data
40136,no-data
40142,no-data
40144,no-data
40143,no-data
40135,no-data
40145,no-data
40147,no-data
40148,no-data
40139,no-data
40137,no-data
40146,no-data
40151,no-data
40149,no-data
40150,no-data
40153,no-data
40154,no-data
40155,no-data
40156,no-data
40152,no-data
40157,no-data
40159,no-data
40158,no-data
40160,no-data
40164,no-data
40163,no-data
40162,no-data
40166,no-data
40161,no-data
40167,no-data
40168,no-data
40170,no-data
40174,no-data
40178,no-data
40172,no-data
40177,no-data
40183,no-data
40180,no-data
40181,no-data
40179,no-data
40182,no-data
40221,no-data
40222,no-data
40224,no-data
40223,no-data
40225,no-data
40226,no-data
40218,no-data
40227,no-data
40228,no-data
40220,no-data
40219,no-data
40229,no-data
40230,no-data
40231,no-data
40232,no-data
40248,no-data
40276,no-data
40308,no-data
40309,no-data
40310,no-data
40312,no-data
40311,no-data
40313,no-data
40314,no-data
40355,no-data
40356,no-data
40359,no-data
40357,no-data
40358,no-data
40361,no-data
40391,no-data
40393,no-data
40404,no-data
40413,no-data
40392,no-data
40360,no-data
40478,no-data
40487,no-data
40484,no-data
40485,no-data
40501,no-data
40534,no-data
40537,no-data
40464,no-data
40542,no-data
40535,no-data
40596,no-data
40597,no-data
40604,no-data
40598,no-data
40606,no-data
40540,no-data
40607,no-data
40609,no-data
40605,no-data
40608,no-data
40644,no-data
40646,no-data
40647,no-data
40648,no-data
40649,no-data
40655,no-data
40654,no-data
40651,no-data
40658,no-data
40656,no-data
40660,no-data
40657,no-data
40659,no-data
40661,no-data
40662,no-data
40663,no-data
40667,no-data
40664,no-data
40677,no-data
40687,no-data
40735,no-data
40727,no-data
40729,no-data
40725,no-data
40760,no-data
40759,no-data
40761,no-data
40763,no-data
40765,no-data
40764,no-data
40766,no-data
40754,no-data
40770,no-data
40794,no-data
40795,no-data
40776,no-data
40800,no-data
40813,no-data
40793,no-data
40854,no-data
40834,no-data
40855,no-data
40876,no-data
40885,no-data
40911,no-data
40894,no-data
40929,no-data
40935,no-data
40948,no-data
40941,no-data
40956,no-data
40997,no-data
40981,no-data
40996,no-data
41009,no-data
41003,no-data
41015,no-data
41021,no-data
41022,no-data
41029,no-data
41035,no-data
40980,no-data
41040,no-data
41053,no-data
41046,no-data
41067,no-data
41072,no-data
40985,no-data
41077,no-data
41062,no-data
40968,no-data
41083,no-data
41090,no-data
41093,no-data
41089,no-data
41057,no-data
41091,no-data
41111,no-data
41145,no-data
41118,no-data
41139,no-data
41177,no-data
41175,no-data
41176,no-data
41180,no-data
41178,no-data
41201,no-data
41213,no-data
41207,no-data
41244,no-data
41232,no-data
41246,no-data
41259,no-data
41261,no-data
41263,no-data
41277,no-data
41264,no-data
41256,no-data
41283,no-data
41289,no-data
41300,no-data
41306,no-data
41318,no-data
41295,no-data
41323,no-data
41312,no-data
41329,no-data
41343,no-data
41358,no-data
41365,no-data
41373,no-data
41374,no-data
41404,no-data
41403,no-data
41405,no-data
41406,no-data
41409,no-data
41402,no-data
41408,no-data
41407,no-data
41411,no-data
41412,no-data
41410,no-data
41413,no-data
41414,no-data
41416,no-data
41417,no-data
41418,no-data
41419,no-data
41415,no-data
41420,no-data
41422,no-data
41423,no-data
41421,no-data
41425,no-data
41443,no-data
41445,no-data
41455,no-data
41476,no-data
41478,no-data
41480,no-data
41487,no-data
41471,no-data
41474,no-data
41486,no-data
41499,no-data
41632,no-data
41623,no-data
41685,no-data
41691,no-data
41695,no-data
41741,no-data
41674,no-data
41748,no-data
41729,no-data
41680,no-data
41753,no-data
41769,no-data
41775,no-data
41764,no-data
41750,no-data
41717,no-data
41804,no-data
41823,no-data
41834,no-data
41866,no-data
41871,no-data
41842,no-data
41856,no-data
41876,no-data
41883,no-data
41887,no-data
41889,no-data
41861,no-data
41906,no-data
41917,no-data
41929,no-data
41895,no-data
41942,no-data
41936,no-data
41948,no-data
41923,no-data
41838,no-data
41952,no-data
41961,no-data
41967,no-data
41973,no-data
41955,no-data
41978,no-data
41979,no-data
42049,no-data
42050,no-data
42052,no-data
41981,no-data
42053,no-data
42054,no-data
42048,no-data
42051,no-data
42085,no-data
42087,no-data
42086,no-data
42089,no-data
42091,no-data
42090,no-data
42084,no-data
42088,no-data
42120,no-data
42121,no-data
42139,no-data
42125,no-data
42141,no-data
42127,no-data
42140,no-data
42161,no-data
42165,no-data
42166,no-data
42099,no-data
42168,no-data
42167,no-data
42171,no-data
42170,no-data
42174,no-data
42169,no-data
42211,no-data
42179,no-data
42239,no-data
42240,no-data
42283,no-data
42293,no-data
42288,no-data
42325,no-data
42330,no-data
42263,no-data
42273,no-data
42320,no-data
42278,no-data
42268,no-data
42335,no-data
42357,no-data
42355,no-data
42349,no-data
42358,no-data
42367,no-data
42363,no-data
42360,no-data
42361,no-data
42368,no-data
42370,no-data
42373,no-data
42374,no-data
42369,no-data
42376,no-data
42375,no-data
42380,no-data
42379,no-data
42387,no-data
42378,no-data
42377,no-data
42393,no-data
42426,no-data
42427,no-data
42432,no-data
42437,no-data
42436,no-data
42452,no-data
42438,no-data
42440,no-data
42477,no-data
42488,no-data
42478,no-data
42474,no-data
42528,no-data
42534,no-data
42543,no-data
42540,no-data
42516,no-data
42544,no-data
42522,no-data
42562,no-data
42567,no-data
42509,no-data
42547,no-data
42573,no-data
42548,no-data
42581,no-data
42600,no-data
42605,no-data
42623,no-data
42764,no-data
42759,no-data
42773,no-data
42775,no-data
42777,no-data
42776,no-data
42778,no-data
42855,no-data
42856,no-data
42756,no-data
42873,no-data
42757,no-data
42919,no-data
42920,no-data
42921,no-data
42924,no-data
42929,no-data
42923,no-data
42941,no-data
42953,no-data
42938,no-data
42939,no-data
42937,no-data
42940,no-data
42986,no-data
43003,no-data
43002,no-data
43008,no-data
43014,no-data
43048,no-data
43049,no-data
43050,no-data
43051,no-data
43052,no-data
43053,no-data
43044,no-data
43045,no-data
43054,no-data
43056,no-data
43055,no-data
43046,no-data
43058,no-data
43060,no-data
43061,no-data
43063,no-data
43064,no-data
43047,no-data
43067,no-data
43062,no-data
43065,no-data
43057,no-data
43066,no-data
43086,no-data
43087,no-data
43098,no-data
43111,no-data
43112,no-data
43113,no-data
43110,no-data
43152,no-data
43175,no-data
43199,no-data
43196,no-data
43205,no-data
43216,no-data
43170,no-data
43220,no-data
43223,no-data
43219,no-data
43224,no-data
43226,no-data
43222,no-data
43221,no-data
43227,no-data
43231,no-data
43230,no-data
43234,no-data
43232,no-data
43236,stale
43233,no-data
43295,no-data
43294,no-data
43296,no-data
43301,no-data
43292,no-data
43307,no-data
43293,no-data
43325,no-data
43326,no-data
43328,no-data
43330,no-data
43329,no-data
43337,no-data
43321,no-data
43333,no-data
43341,no-data
43362,no-data
43383,no-data
43384,no-data
43468,no-data
43477,no-data
43479,no-data
43482,no-data
43496,no-data
43498,no-data
43503,no-data
43487,no-data
43514,no-data
43519,no-data
43520,no-data
43521,no-data
43518,no-data
43522,no-data
43540,no-data
43557,no-data
43558,no-data
43559,no-data
43561,no-data
43560,no-data
43562,no-data
43563,no-data
43574,no-data
43580,no-data
43584,stale
43598,no-data
43581,no-data
43602,no-data
43603,no-data
43605,no-data
43604,no-data
43596,no-data
43606,no-data
43579,no-data
43623,no-data
43620,no-data
43622,no-data
43621,no-data
43624,no-data
43614,no-data
43625,no-data
43607,no-data
43649,no-data
43642,no-data
43658,no-data
43692,no-data
43700,no-data
43695,no-data
43886,no-data
43901,no-data
43957,no-data
43902,no-data
43967,no-data
43960,no-data
43887,no-data
43965,no-data
44056,no-data
44209,no-data
44233,no-data
44232,no-data
44237,no-data
44236,no-data
44238,no-data
44227,no-data
44252,no-data
44299,no-data
44254,no-data
44300,no-data
44207,no-data
44317,no-data
44318,no-data
44316,no-data
44389,no-data
44425,no-data
44426,no-data
44390,no-data
44427,no-data
44432,no-data
44439,no-data
44475,no-data
44454,no-data
44482,no-data
44499,no-data
44481,no-data
44501,no-data
44507,no-data
44572,no-data
44508,no-data
44506,no-data
44598,no-data
44599,no-data
44580,no-data
44600,no-data
44601,no-data
44602,no-data
44578,no-data
44617,no-data
44610,no-data
44616,no-data
44613,no-data
44619,no-data
44618,no-data
44624,no-data
44622,no-data
44628,no-data
44630,no-data
44627,no-data
44626,no-data
44633,no-data
44629,no-data
44632,no-data
44635,no-data
44636,no-data
44637,no-data
44634,no-data
44639,no-data
44638,no-data
44641,no-data
44640,no-data
44642,no-data
44643,no-data
44644,no-data
44646,no-data
44645,no-data
44652,no-data
44648,no-data
44654,no-data
44655,no-data
44663,no-data
44678,no-data
44706,no-data
44699,no-data
44705,no-data
44709,no-data
44712,no-data
44720,no-data
44715,no-data
44714,no-data
44716,no-data
44700,no-data
44727,no-data
44730,no-data
44733,no-data
44726,no-data
44744,no-data
44743,no-data
44762,no-data
44760,no-data
44759,no-data
44764,no-data
44763,no-data
44765,no-data
44767,no-data
44768,no-data
44758,no-data
44766,no-data
44772,stale
44761,no-data
44770,no-data
44771,no-data
44773,no-data
44775,no-data
44787,no-data
44795,no-data
44797,no-data
44786,no-data
44798,no-data
44799,no-data
44796,no-data
44801,no-data
44783,no-data
44813,no-data
44814,no-data
44816,no-data
44805,no-data
44821,no-data
44804,no-data
44823,no-data
44824,no-data
44822,no-data
44827,no-data
44828,no-data
44829,no-data
44832,no-data
44826,no-data
44836,no-data
44835,no-data
44834,no-data
44825,no-data
44833,no-data
44846,no-data
44848,no-data
44854,no-data
44853,no-data
44851,no-data
44855,no-data
44857,no-data
44865,no-data
44856,no-data
44867,no-data
44852,no-data
44915,no-data
44885,no-data
44926,no-data
44847,no-data
44940,no-data
44946,no-data
44952,no-data
44941,no-data
44943,no-data
44951,no-data
44984,no-data
45008,no-data
45010,no-data
45041,no-data
45002,no-data
45048,no-data
45009,no-data
44974,no-data
44980,no-data
45055,no-data
45081,no-data
45054,no-data
45084,no-data
45088,no-data
45089,no-data
45090,no-data
45091,no-data
45087,no-data
45053,no-data
45092,no-data
45094,no-data
45095,no-data
45097,no-data
45096,no-data
45098,no-data
45093,no-data
45101,no-data
45100,no-data
45099,no-data
45102,no-data
45104,no-data
45105,no-data
45103,no-data
45107,no-data
45120,no-data
45141,no-data
45173,no-data
45172,no-data
45124,no-data
45167,no-data
45123,no-data
45174,no-data
45191,no-data
45188,no-data
45189,no-data
45175,no-data
45195,no-data
45197,no-data
45277,no-data
45280,no-data
45322,no-data
45366,no-data
45301,no-data
45407,no-data
45316,no-data
45499,no-data
45493,no-data
45480,no-data
45528,no-data
45504,no-data
45468,no-data
45550,no-data
45551,no-data
45552,no-data
45555,no-data
45553,no-data
45557,no-data
45554,no-data
45556,no-data
45558,no-data
45560,no-data
45562,no-data
45559,no-data
45564,no-data
45561,no-data
45565,no-data
45566,no-data
45567,no-data
45575,no-data
45606,no-data
45563,no-data
45668,no-data
45664,no-data
45669,no-data
45667,no-data
45671,no-data
45666,no-data
45672,no-data
45670,no-data
45692,no-data
45673,no-data
45674,no-data
45630,no-data
45727,no-data
45680,no-data
45726,no-data
45709,no-data
45704,no-data
45763,no-data
45851,no-data
45850,no-data
45856,no-data
45852,no-data
45853,no-data
45874,no-data
45900,no-data
45891,no-data
45908,no-data
45913,no-data
45910,no-data
45914,no-data
45915,no-data
45916,no-data
45918,no-data
45907,no-data
45920,no-data
45890,no-data
45922,no-data
45926,no-data
45975,no-data
45927,no-data
45985,no-data
45942,no-data
45986,no-data
46000,no-data
46003,no-data
46020,no-data
46001,no-data
46026,no-data
46054,no-data
46029,no-data
46055,no-data
46089,no-data
46009,no-data
46090,no-data
46093,no-data
46092,no-data
46103,no-data
46104,no-data
46098,no-data
46327,no-data
46329,no-data
46330,no-data
46334,no-data
46333,no-data
46332,no-data
46335,no-data
46328,no-data
46326,no-data
46336,no-data
46358,no-data
46368,no-data
46361,no-data
46369,no-data
46371,no-data
46375,no-data
46393,no-data
46394,no-data
46547,no-data
46399,no-data
46400,no-data
46401,no-data
46689,no-data
46402,no-data
46403,no-data
46733,no-data
46712,no-data
46717,no-data
46842,no-data
46837,no-data
46846,no-data
46844,no-data
46845,no-data
46847,no-data
46854,no-data
46862,no-data
46864,no-data
46799,no-data
46863,no-data
46852,no-data
46865,no-data
46866,no-data
46820,no-data
46873,no-data
46821,no-data
46891,no-data
46887,no-data
46888,no-data
46890,no-data
46894,no-data
46981,no-data
46982,no-data
46970,no-data
46987,no-data
46998,no-data
46983,no-data
47005,no-data
46957,no-data
47013,no-data
47024,no-data
47027,no-data
47026,no-data
47014,no-data
46984,no-data
47031,no-data
47028,no-data
47030,no-data
47032,no-data
47119,no-data
47103,no-data
47118,no-data
47120,no-data
47123,no-data
47125,no-data
47122,no-data
47127,no-data
47124,no-data
47128,no-data
47117,no-data
47149,no-data
47158,no-data
47162,no-data
47160,no-data
47161,no-data
47223,no-data
47257,no-data
47315,no-data
47331,no-data
47278,no-data
47334,no-data
47332,no-data
47333,no-data
47291,no-data
47297,no-data
47335,no-data
47337,no-data
47340,no-data
47342,no-data
47339,no-data
47341,no-data
47345,no-data
47343,no-data
47338,no-data
47336,no-data
47344,no-data
47348,no-data
47346,no-data
47351,no-data
47353,no-data
47349,no-data
47354,no-data
47355,no-data
47352,no-data
47357,no-data
47356,no-data
47359,no-data
47358,no-data
47347,no-data
47361,no-data
47350,no-data
47370,no-data
47368,no-data
47371,no-data
47372,no-data
47373,no-data
47374,no-data
47369,no-data
47376,no-data
47363,no-data
47377,no-data
47380,no-data
47383,no-data
47386,no-data
47381,no-data
47387,no-data
47385,no-data
47384,no-data
47388,no-data
47389,no-data
47390,no-data
47391,no-data
47392,no-data
47382,no-data
47393,no-data
47394,no-data
47396,no-data
47399,no-data
47397,no-data
47400,no-data
47402,no-data
47403,no-data
47404,no-data
47405,no-data
47401,no-data
47543,no-data
47544,no-data
47555,no-data
47411,no-data
47556,no-data
47505,no-data
47570,no-data
47542,no-data
47572,no-data
47488,no-data
47573,no-data
47574,no-data
47571,no-data
47575,no-data
47576,no-data
47580,no-data
47577,no-data
47581,no-data
47582,no-data
47579,no-data
47584,no-data
47586,no-data
47585,no-data
47583,no-data
47591,no-data
47587,no-data
47588,no-data
47596,no-data
47598,no-data
47590,no-data
47595,no-data
47599,no-data
47601,no-data
47600,no-data
47603,no-data
47604,no-data
47605,no-data
47623,no-data
47622,no-data
47624,no-data
47602,no-data
47606,no-data
47625,no-data
47626,no-data
47628,no-data
47629,no-data
47627,no-data
47630,no-data
47631,no-data
47633,no-data
47632,no-data
47635,no-data
47636,no-data
47634,no-data
47646,no-data
47647,no-data
47640,no-data
47648,no-data
47645,no-data
47652,no-data
47649,no-data
47651,no-data
47650,no-data
47655,no-data
47643,no-data
47653,no-data
47656,no-data
47654,no-data
47644,no-data
47842,no-data
47844,no-data
47846,no-data
47657,no-data
48311,no-data
48416,no-data
48601,no-data
48663,no-data
48949,no-data
48984,no-data
48947,no-data
48985,no-data
48995,no-data
48996,no-data
48986,no-data
49020,no-data
49072,no-data
49122,no-data
49148,no-data
49070,no-data
49225,no-data
49223,no-data
49198,no-data
49224,no-data
49282,no-data
49206,no-data
49284,no-data
49291,no-data
49285,no-data
49286,no-data
49292,no-data
49290,no-data
49293,no-data
49311,no-data
49341,no-data
49342,no-data
49344,no-data
49294,no-data
49334,no-data
49345,no-data
49283,no-data
49353,no-data
49358,no-data
49346,no-data
49372,no-data
49349,no-data
49363,no-data
49374,no-data
49637,no-data
49373,no-data
49638,no-data
49654,no-data
49659,no-data
49640,no-data
49357,no-data
49660,no-data
49692,no-data
49713,no-data
49719,no-data
49720,no-data
49721,no-data
49722,no-data
49724,no-data
49726,no-data
49728,no-data
49689,no-data
49729,no-data
49727,no-data
49730,no-data
49731,no-data
49690,no-data
49732,no-data
49725,no-data
49736,no-data
49738,no-data
49737,no-data
49735,no-data
49762,no-data
49761,no-data
49767,no-data
49768,no-data
49773,no-data
49764,no-data
49774,no-data
49777,no-data
49814,no-data
49775,no-data
49734,no-data
49763,no-data
49856,no-data
49859,no-data
49863,no-data
49857,no-data
49862,no-data
49858,no-data
49861,no-data
49860,no-data
49894,no-data
49895,no-data
49897,no-data
49896,no-data
49898,no-data
49901,no-data
49902,no-data
49903,no-data
49900,no-data
49899,no-data
49904,no-data
49905,no-data
49893,no-data
49906,no-data
49911,no-data
49914,no-data
49907,no-data
49908,no-data
49916,no-data
49918,no-data
49923,no-data
49922,no-data
49926,no-data
50007,no-data
49967,no-data
50001,no-data
50004,no-data
49994,no-data
50013,no-data
50029,no-data
50015,no-data
50020,no-data
50043,no-data
49984,no-data
50038,no-data
50039,no-data
50066,no-data
50057,no-data
50058,no-data
50083,no-data
50076,no-data
50084,no-data
50085,no-data
50069,no-data
50111,no-data
50119,no-data
50120,no-data
50102,no-data
50121,no-data
50123,no-data
50110,no-data
50112,no-data
50129,no-data
50104,no-data
50103,no-data
50124,no-data
50151,no-data
50132,no-data
50163,no-data
50201,no-data
50182,no-data
50175,no-data
50133,no-data
50164,no-data
50217,no-data
50224,no-data
50225,no-data
50216,no-data
50246,no-data
50221,no-data
50245,no-data
50248,no-data
50280,no-data
50281,no-data
50257,no-data
50282,no-data
50329,no-data
50321,no-data
50330,no-data
50331,no-data
50332,no-data
50347,no-data
50322,no-data
50323,no-data
50419,no-data
50422,no-data
50350,no-data
50449,no-data
50450,no-data
50452,no-data
50472,no-data
50453,no-data
50475,no-data
50476,no-data
50478,no-data
50479,no-data
50451,no-data
50444,no-data
50482,no-data
50480,no-data
50477,no-data
50483,no-data
50481,no-data
50487,no-data
50488,no-data
50447,no-data
50490,no-data
50485,no-data
50491,no-data
50492,no-data
50493,no-data
50486,no-data
50495,no-data
50496,no-data
50494,no-data
50497,no-data
50499,no-data
50484,no-data
50500,no-data
50498,no-data
50502,no-data
50503,no-data
50506,no-data
50510,no-data
50512,no-data
50501,no-data
50513,no-data
50511,no-data
50514,no-data
50518,no-data
50517,no-data
50519,no-data
50529,no-data
50527,no-data
50531,no-data
50532,no-data
50530,no-data
50533,no-data
50534,no-data
50525,no-data
50536,no-data
50537,no-data
50524,no-data
50535,no-data
50528,no-data
50538,no-data
50540,no-data
50541,no-data
50526,no-data
50543,no-data
50539,no-data
50544,no-data
50542,no-data
50547,no-data
50548,no-data
50551,no-data
50549,no-data
50552,no-data
50550,no-data
50546,no-data
50555,no-data
50545,no-data
50553,no-data
50557,no-data
50558,no-data
50556,no-data
50559,no-data
50554,no-data
50565,no-data
50567,no-data
50569,no-data
50568,no-data
50571,no-data
50570,no-data
50572,no-data
50573,no-data
50563,no-data
50581,no-data
50583,no-data
50585,no-data
50586,no-data
50582,no-data
50588,no-data
50589,no-data
50587,no-data
50574,no-data
50580,no-data
50591,no-data
50584,no-data
50594,no-data
50593,no-data
